ANIO,FECHA_REGISTRO,REGION_FUENTE,NOMBRE_EXDH_DZ,PROVINCIA_FUENTE,CODIGO_DPA_CANTON,CANTON_FUENTE,PARROQUIA_FUENTE,TIPO_PARROQUIA_FUENTE,NOMBRE_EXCAC_OT,COORDENADA_X_FUENTE,COORDENADA_Y_FUENTE,COTA_FUENTE,PFAFSTETTER,SISTEMA_FUENTE,CUENCA_FUENTE,SUB_CUENCA_FUENTE,MICROCUENCA_FUENTE,TIPO_FUENTE,SITIO_CAPTACION_FUENTE,NOMBRE_FUENTE,NOMBRE_USO_APROVECHAMIENTO,NOMBRE_SUB_USO_APROVECHAMIENTO,GRUPO_USUARIO_AUTORIZADO,TIPO_USUARIO_AUTORIZADO,CODIGO_UNICO,CODIGO_PROCESO,ANIO_TRAMITE,NUMERO_PROCESO,CAUDAL_AUTORIZADO_LS,ESTADO_TRAMITE
2020.0,2020-03-18,SIERRA,JUBONES,AZUAY,104.0,NABON,NABON,CABECERA CANTONAL,URDANETA OÑA,710325.0,9628884.0,2540.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR CASADEL,VERTIENTE EL ESTANQUE,RIEGO,EXTENSIVO A USO DOMESTICO Y ABREVADERO,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-004328-129880,JU-UO-004328-2012,2012.0,4328.0,0.055,VIGENTE
2020.0,2020-03-20,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,712388.0,9632385.0,2651.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO LEON ALTO DJ QUEBRADA VIRGEN PATA,RIO,SECTOR PLAYA DE LAS NIEVES,RIO LEON,RIEGO,USO EN GENERAL,"MUNICIPIOS, CONCEJOS",PARTICULAR,JU-UO-005681-129448,JU-UO-005681-2007,2007.0,5681.0,665.0,CANCELADO
2020.0,2020-03-20,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,712388.0,9632385.0,2651.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO LEON ALTO DJ QUEBRADA VIRGEN PATA,RIO,SECTOR PLAYA DE LAS NIEVES,RIO LEON,RIEGO,USO EN GENERAL,"JUNTAS ADMINISTRADORAS DE AGUA, JUNTAS DE AGUAS.",PARTICULAR,JU-UO-005681-129449,JU-UO-005681-2016,2016.0,5681.0,665.0,VIGENTE
2020.0,2020-03-20,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,716015.0,9626264.0,2882.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR BAYAN,VERTIENTE BURASPAMBA,RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-UO-006522-129430,JU-UO-006522-2009,2009.0,6522.0,0.4631,VIGENTE
2020.0,2020-03-20,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,716015.0,9626264.0,2882.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR BAYAN,VERTIENTE BURASPAMBA,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-UO-006522-129428,JU-UO-006522-2009,2009.0,6522.0,0.13,VIGENTE
2020.0,2020-03-20,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,716015.0,9626264.0,2882.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR BAYAN,VERTIENTE BURASPAMBA,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-UO-006522-129429,JU-UO-006522-2009,2009.0,6522.0,0.0069,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,706975.0,9630796.0,2848.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,QUEBRADA GULLAPUGRO Y DREN AL RIO LEON,QUEBRADA,SECTOR HUASICASHCA,QUEBRADA PUCANGO,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-005580-128939,JU-UO-005580-2007,2007.0,5580.0,0.003,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,706975.0,9630796.0,2848.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,QUEBRADA GULLAPUGRO Y DREN AL RIO LEON,QUEBRADA,SECTOR HUASICASHCA,QUEBRADA PUCANGO,RIEGO,USO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-005580-128940,JU-UO-005580-2007,2007.0,5580.0,1.439,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,704943.0,9636558.0,3074.0,13949.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO MONDUR,REMANENTES,SECTOR RAMOS,REMANENTES CIENEGA SARAR 2,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005698-129870,JU-UO-005698-2010,2010.0,5698.0,0.2835,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,704975.0,9636552.0,3086.0,13949.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO MONDUR,REMANENTES,SECTOR RAMOS,REMANENTES CIENEGA SARAR 1,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005698-129866,JU-UO-005698-2010,2010.0,5698.0,0.0009,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,704943.0,9636558.0,3074.0,13949.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO MONDUR,REMANENTES,SECTOR RAMOS,REMANENTES CIENEGA SARAR 2,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005698-129867,JU-UO-005698-2010,2010.0,5698.0,0.0032,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,704943.0,9636558.0,3074.0,13949.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO MONDUR,REMANENTES,SECTOR RAMOS,REMANENTES CIENEGA SARAR 2,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005698-129864,JU-UO-005698-2010,2010.0,5698.0,0.0153,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,704744.0,9636654.0,3038.0,13949.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO MONDUR,REMANENTES,SECTOR RAMOS,REMANENTES CIENEGA SARAR 3,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005698-129872,JU-UO-005698-2010,2010.0,5698.0,0.2437,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,704975.0,9636552.0,3086.0,13949.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO MONDUR,REMANENTES,SECTOR RAMOS,REMANENTES CIENEGA SARAR 1,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005698-129869,JU-UO-005698-2010,2010.0,5698.0,0.0919,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,704975.0,9636552.0,3086.0,13949.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO MONDUR,REMANENTES,SECTOR RAMOS,REMANENTES CIENEGA SARAR 1,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005698-129863,JU-UO-005698-2010,2010.0,5698.0,0.0042,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,704744.0,9636654.0,3038.0,13949.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO MONDUR,REMANENTES,SECTOR RAMOS,REMANENTES CIENEGA SARAR 3,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005698-129868,JU-UO-005698-2010,2010.0,5698.0,0.0028,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,704744.0,9636654.0,3038.0,13949.0,JUBONES,RIO JUBONES,RIO RIRCAY,RIO MONDUR,REMANENTES,SECTOR RAMOS,REMANENTES CIENEGA SARAR 3,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005698-129865,JU-UO-005698-2010,2010.0,5698.0,0.0125,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,715788.0,9626305.0,2869.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR BAYAN,VERTIENTE GUALLUAS,RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-UO-006522-129433,JU-UO-006522-2009,2009.0,6522.0,1.7,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,715316.0,9626424.0,2816.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR BAYAN,VERTIENTE SAPOMOMAQUE,RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-UO-006522-129435,JU-UO-006522-2009,2009.0,6522.0,0.032,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,715692.0,9626452.0,2860.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR BAYAN,VERTIENTE ZHULLINGUAYCO,RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-UO-006522-129434,JU-UO-006522-2009,2009.0,6522.0,0.662,VIGENTE
2020.0,2020-03-24,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,722208.0,9625039.0,3100.0,13949.0,SANTIAGO,RIO SANTIAGO,RIO YACUAMBI (YACUMBI),NO DETERMINADA,RIO,GRANADILLAS-BAYAN,RIO ZHINCATA,RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-UO-003658-121417,JU-UO-003658-1984,1984.0,3658.0,100.0,CANCELADO
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,708079.0,9636934.0,3177.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,QUEBRADA CANAL HUAICO Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR ZHIMPALI,VERTIENTE CHAUPILOMA,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-000226-127584,JU-UO-000226-2014,2014.0,226.0,0.005,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,708079.0,9636934.0,3177.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,QUEBRADA CANAL HUAICO Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR ZHIMPALI,VERTIENTE CHAUPILOMA,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-000226-127585,JU-UO-000226-2014,2014.0,226.0,2.064,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,708079.0,9636934.0,3177.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,QUEBRADA CANAL HUAICO Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR ZHIMPALI,VERTIENTE CHAUPILOMA,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-000226-127583,JU-UO-000226-2014,2014.0,226.0,0.028,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,711450.0,9625785.0,2620.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR VILLANUEVA,VERTIENTE INNOMINADA 1,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,JU-UO-001002-129794,JU-UO-001002-1998,1998.0,1002.0,0.13,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,711450.0,9625785.0,2620.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR VILLANUEVA,VERTIENTE INNOMINADA 2,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-001002-129788,JU-UO-001002-1998,1998.0,1002.0,0.92,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,NABON,CABECERA CANTONAL,URDANETA OÑA,720901.0,9634098.0,2970.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO LEON ALTO DJ QUEBRADA VIRGEN PATA,QUEBRADA,SECTOR YURAGSISA,QUEBRADA CURIQUINGA O PACCHAHUAICO,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-004581-126360,JU-UO-004581-2005,2005.0,4581.0,0.06,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,NABON,CABECERA CANTONAL,URDANETA OÑA,720901.0,9634098.0,2970.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO LEON ALTO DJ QUEBRADA VIRGEN PATA,QUEBRADA,SECTOR YURAGSISA,QUEBRADA CURIQUINGA O PACCHAHUAICO,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-004581-126359,JU-UO-004581-2005,2005.0,4581.0,0.049,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,NABON,CABECERA CANTONAL,URDANETA OÑA,720901.0,9634098.0,2970.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO LEON ALTO DJ QUEBRADA VIRGEN PATA,QUEBRADA,SECTOR YURAGSISA,QUEBRADA CURIQUINGA O PACCHAHUAICO,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-004581-126361,JU-UO-004581-2005,2005.0,4581.0,7.0,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,722782.0,9629790.0,3129.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,QUEBRADA,SECTOR SACHACOCHA,QUEBRADA SACHACOCHA,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005273-126242,JU-UO-005273-2006,2006.0,5273.0,0.042,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,COCHAPATA,RURAL,URDANETA OÑA,722782.0,9629790.0,3129.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,QUEBRADA,SECTOR SACHACOCHA,QUEBRADA SACHACOCHA,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-005273-126243,JU-UO-005273-2006,2006.0,5273.0,1.258,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,NABON,CABECERA CANTONAL,URDANETA OÑA,722372.0,9635895.0,2900.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR QUILLOSISA,VERTIENTE GULAC,RIEGO,USO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-006384-126446,JU-UO-006384-2009,2009.0,6384.0,10.41,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,NABON,CABECERA CANTONAL,URDANETA OÑA,724510.0,9636193.0,2978.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR QUILLOSISA,VERTIENTE AURIN NO2,RIEGO,USO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-006384-126448,JU-UO-006384-2009,2009.0,6384.0,15.35,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,NABON,CABECERA CANTONAL,URDANETA OÑA,722372.0,9635895.0,2900.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR QUILLOSISA,VERTIENTE GULAC,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-006384-126445,JU-UO-006384-2009,2009.0,6384.0,0.19,VIGENTE
2020.0,2020-03-29,SIERRA,JUBONES,AZUAY,104.0,NABON,NABON,CABECERA CANTONAL,URDANETA OÑA,723439.0,9637358.0,2832.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO CHARCAY Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR QUILLOSISA,VERTIENTE AURIN NO1,RIEGO,USO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-006384-126447,JU-UO-006384-2009,2009.0,6384.0,14.49,VIGENTE
2020.0,2020-04-01,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,708247.0,9631487.0,2946.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,QUEBRADA GULLAPUGRO Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR LAS NIEVES,VERTIENTE LA TOMA,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-000263-129761,JU-UO-000263-2010,2010.0,263.0,0.0153,VIGENTE
2020.0,2020-04-01,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,707892.0,9631392.0,2960.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,QUEBRADA GULLAPUGRO Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR LAS NIEVES,VERTIENTE EL TABLON,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-000263-129757,JU-UO-000263-2010,2010.0,263.0,0.0356,VIGENTE
2020.0,2020-04-01,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,707892.0,9631392.0,2960.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,QUEBRADA GULLAPUGRO Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR LAS NIEVES,VERTIENTE EL TABLON,RIEGO,USO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-000263-129753,JU-UO-000263-2010,2010.0,263.0,1.5064,VIGENTE
2020.0,2020-04-01,SIERRA,JUBONES,AZUAY,104.0,NABON,LAS NIEVES (CHAYA),RURAL,URDANETA OÑA,708247.0,9631487.0,2946.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,QUEBRADA GULLAPUGRO Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR LAS NIEVES,VERTIENTE LA TOMA,RIEGO,USO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-000263-129754,JU-UO-000263-2010,2010.0,263.0,0.6467,VIGENTE
2020.0,2020-12-29,ORIENTE,SANTIAGO,ZAMORA CHINCHIPE,1903.0,NANGARITZA,ZURMI,RURAL,ZAMORA,759929.0,9533600.0,925.0,0.0,SANTIAGO,RIO SANTIAGO,RIO NANGARITZA,NO DETERMINADA,QUEBRADA,LAS ORQUIDEAS,QUEBRADA SIN NOMBRE -RIO NANGARITZA- RIO ZAMORA-RIO SANTIAGO,INDUSTRIAL,EXPLOTACION MINERA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-ZA-000682-127922,SA-ZA-000682-2015,2015.0,682.0,0.5,VIGENTE
2020.0,2020-12-31,ORIENTE,SANTIAGO,ZAMORA CHINCHIPE,1903.0,NANGARITZA,GUAYZIMI,CABECERA CANTONAL,ZAMORA,751878.0,9549278.0,901.0,0.0,SANTIAGO,RIO SANTIAGO,RIO NANGARITZA,NO DETERMINADA,QUEBRADA,SAN JOSE - QUEBRADA GUAYSIMI,49986,INDUSTRIAL,EXPLOTACION MINERA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-ZA-000654-127498,SA-ZA-000654-2014,2014.0,654.0,9.3,VIGENTE
2020.0,2020-03-10,SIERRA,JUBONES,AZUAY,110.0,OÑA,SUSUDEL,RURAL,URDANETA OÑA,699046.0,9623372.0,2631.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO OÑA,QUEBRADA,SECTOR PULLCANGA,QUEBRADA CHILLOGALLO,CONSUMO HUMANO,EXTENSIVO A ABREVADERO,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,JU-UO-000132-126666,JU-UO-000132-2013,2013.0,132.0,0.45,VIGENTE
2020.0,2020-03-10,SIERRA,JUBONES,AZUAY,110.0,OÑA,SAN FELIPE DE OÑA,CABECERA CANTONAL,URDANETA OÑA,705776.0,9616108.0,2444.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO OÑA,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR SAN FRANCISCO,VERTIENTE EL SAUCE,ABREVADERO SOBERANIA ALIMENTARIA,VACUNO,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-000155-126692,JU-UO-000155-2013,2013.0,155.0,0.01,VIGENTE
2020.0,2020-03-10,SIERRA,JUBONES,AZUAY,110.0,OÑA,SAN FELIPE DE OÑA,CABECERA CANTONAL,URDANETA OÑA,705776.0,9616108.0,2444.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO OÑA,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR SAN FRANCISCO,VERTIENTE EL SAUCE,RIEGO,CULTIVOS DE PASTIZALES,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-000155-126682,JU-UO-000155-2013,2013.0,155.0,0.44,VIGENTE
2020.0,2020-03-10,SIERRA,JUBONES,AZUAY,110.0,OÑA,SAN FELIPE DE OÑA,CABECERA CANTONAL,URDANETA OÑA,704739.0,9620361.0,2141.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,QUEBRADA YUNGUILLA PAMBA Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR YUNGUILLAPAMBA,VERTIENTE INNOMINADA,RIEGO,CULTIVO DE FRUTALES,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,JU-UO-000036-126616,JU-UO-000036-2012,2012.0,36.0,0.61,VIGENTE
2020.0,2020-03-10,SIERRA,JUBONES,AZUAY,110.0,OÑA,SAN FELIPE DE OÑA,CABECERA CANTONAL,URDANETA OÑA,714000.0,9616735.0,2950.0,13949.0,JUBONES,RIO JUBONES,RIO LEON,RIO UDUSHAPA Y DREN AL RIO LEON,"VERTIENTES, MANANTIAL, ACUIFERO",SECTOR COMUNITARIOS SECTOR PEÑA BLANCA,VERTIENTE PEÑA BLANCA,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"MUNICIPIOS, CONCEJOS",SECCIONAL,JU-UO-001336-126758,JU-UO-001336-1999,1999.0,1336.0,0.67,VIGENTE
